# ::id 125012
# ::tok She took a small role in an upcoming play , but as rehearsals began she received an offer to read for the lead role in the Greek fable The Warrior 's Husband .
# ::alignments 0-1.1.1 3-1.1.3 4-1.1.2.3 5-1.1.4.1 7-1.1.4.3 8-1.1.4.2.2 10-1.2 11-1.3 12-1.4.1 13-1.4.2 14-1.5.3 15-1.5.1 17-1.5.2.2 19-1.5.2.3.2 20-1.5.2.3.3.1 22-1.5.2.3.3.3 23-1.5.2.3.3.4 24-1.5.2.3.4.1 26-1.5.2.3.4.3.1 27-1.5.2.3.4.3.2 28-1.5.2.3.4.4 29-1.5.2.3.4.4 30-1.5.2.3.4.4 31-1.5.2.3.4.4
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v7 / label~e.0)
           :P (v8 / label
                  :C (v16 / label~e.4))
           :D (v9 / label~e.3)
           :A (v10 / label
                   :R (v17 / label~e.5)
                   :P (v18 / label
                           :C (v22 / label~e.8))
                   :D (v19 / label~e.7)))
    :L (v3 / label~e.10)
    :L (v4 / label~e.11)
    :H (v5 / label
           :P (v11 / label~e.12)
           :D (v12 / label~e.13))
    :H (v6 / label
           :P (v13 / label~e.15)
           :A (v14 / label
                   :C (v20 / label~e.17)
                   :E (v21 / label
                           :P (v23 / label~e.19)
                           :A (v24 / label
                                   :R (v26 / label~e.20)
                                   :E (v27 / label~e.22)
                                   :C (v28 / label~e.23))
                           :A (v25 / label
                                   :R (v29 / label~e.24)
                                   :E (v30 / label
                                           :E (v32 / label~e.26)
                                           :C (v33 / label~e.27))
                                   :C (v31 / label~e.28,29,30,31))
                           :A (v15 / label~e.14)))
           :A v15))
