# ::id 674009
# ::tok After much media speculation , Carey confirmed on October 28 , 2010 , that she and Cannon were expecting their first child .
# ::alignments 0-1.1 1-1.2.1 2-1.2.2 3-1.2.3 5-1.3.1 6-1.3.2 7-1.3.3.1 8-1.3.3.2 9-1.3.3.2 11-1.3.3.2 14-1.3.4.2.1 15-1.3.4.2.2 16-1.3.4.2.3 18-1.3.4.4 19-1.3.4.5.1 20-1.3.4.5.2 21-1.3.4.5.3
(v1 / label
    :L (v2 / label~e.0)
    :H (v3 / label
           :D (v5 / label~e.1)
           :A (v6 / label~e.2)
           :P (v7 / label~e.3))
    :H (v4 / label
           :A (v8 / label~e.5)
           :P (v9 / label~e.6)
           :D (v10 / label
                   :R (v12 / label~e.7)
                   :C (v13 / label~e.8,9,11))
           :A (v11 / label
                   :A (v14 / label
                           :C (v17 / label~e.14)
                           :N (v18 / label~e.15)
                           :C (v19 / label~e.16))
                   :S (v15 / label~e.18)
                   :A (v16 / label
                           :E (v20 / label~e.19)
                           :E (v21 / label~e.20)
                           :C (v22 / label~e.21)))))
