# ::id 462011
# ::tok He read a short statement from the family , and disclosed that Jennings had died in his New York apartment with his wife , two children , and sister at his side .
# ::alignments 0-1.1.1 1-1.1.2 2-1.1.3.1 3-1.1.3.2 4-1.1.3.3 5-1.1.3.4.1 6-1.1.3.4.2 7-1.1.3.4.3 9-1.2 10-1.3.1 12-1.3.2.2 14-1.3.2.4 15-1.3.2.5.1 16-1.3.2.5.2 17-1.3.2.5.3 18-1.3.2.5.3 19-1.3.2.5.4 20-1.3.2.6.1 21-1.3.2.6.2.1.1 22-1.3.2.6.2.1.2 24-1.3.2.6.2.2.1 25-1.3.2.6.2.2.2 27-1.3.2.6.2.3 28-1.3.2.6.2.4 29-1.3.2.6.3.1 30-1.3.2.6.3.2 31-1.3.2.6.3.3
(v1 / label
    :H (v2 / label
           :A (v5 / label~e.0)
           :P (v6 / label~e.1)
           :A (v7 / label
                  :E (v10 / label~e.2)
                  :E (v11 / label~e.3)
                  :C (v12 / label~e.4)
                  :E (v13 / label
                          :R (v18 / label~e.5)
                          :E (v19 / label~e.6)
                          :C (v20 / label~e.7))))
    :L (v3 / label~e.9)
    :H (v4 / label
           :P (v8 / label~e.10)
           :A (v9 / label
                  :A (v14 / label~e.12)
                  :S (v15 / label~e.14)
                  :A (v16 / label
                          :R (v21 / label~e.15)
                          :E (v22 / label~e.16)
                          :E (v23 / label~e.17,18)
                          :C (v24 / label~e.19))
                  :A (v17 / label
                          :R (v25 / label~e.20)
                          :C (v26 / label
                                  :C (v28 / label
                                          :E (v35 / label~e.21)
                                          :C (v36 / label~e.22))
                                  :C (v29 / label
                                          :E (v37 / label~e.24)
                                          :C (v38 / label~e.25))
                                  :N (v30 / label~e.27)
                                  :C (v31 / label~e.28))
                          :E (v27 / label
                                  :R (v32 / label~e.29)
                                  :E (v33 / label~e.30)
                                  :C (v34 / label~e.31))))
           :A v5))
