# ::id 376006
# ::tok For his performance he won the BAFTA Award for Best Supporting Actor and was nominated for the Academy Award in the same category .
# ::alignments 0-1.1.1.1 1-1.1.1.2 2-1.1.1.3 3-1.1.2 4-1.1.3 5-1.1.4.1 6-1.1.4.2 7-1.1.4.3 8-1.1.4.4.1 9-1.1.4.4.2 10-1.1.4.4.2 11-1.1.4.4.2 12-1.2 14-1.3.2 15-1.3.3.1 16-1.3.3.2 17-1.3.3.3 18-1.3.3.3 19-1.3.4.1 20-1.3.4.2 21-1.3.4.3 22-1.3.4.4
(v1 / label
    :H (v2 / label
           :A (v5 / label
                  :R (v12 / label~e.0)
                  :A (v13 / label~e.1)
                  :P (v14 / label~e.2))
           :A (v6 / label~e.3)
           :P (v7 / label~e.4)
           :A (v8 / label
                  :E (v15 / label~e.5)
                  :E (v16 / label~e.6)
                  :C (v17 / label~e.7)
                  :E (v18 / label
                          :R (v26 / label~e.8)
                          :C (v27 / label~e.9,10,11))))
    :L (v3 / label~e.12)
    :H (v4 / label
           :P (v9 / label~e.14)
           :A (v10 / label
                   :R (v19 / label~e.15)
                   :E (v20 / label~e.16)
                   :C (v21 / label~e.17,18))
           :A (v11 / label
                   :R (v22 / label~e.19)
                   :E (v23 / label~e.20)
                   :E (v24 / label~e.21)
                   :C (v25 / label~e.22))
           :A v6))
